Transaction Date,Warehouse ID,Product ID,Transaction Quantity,Inventory U/M,Transaction Quantity STD UM
11/1/2013,301004,110202,500,EACH,500
9/1/2013,301004,110202,500,EACH,500
8/1/2013,301004,110202,500,EACH,500
7/1/2013,301004,110202,500,EACH,500
6/1/2013,301004,110202,500,EACH,500
5/1/2013,301004,110202,500,EACH,500
4/1/2013,301004,110202,500,EACH,500
3/1/2013,301004,110202,500,EACH,500
1/1/2013,301004,110202,1000,EACH,1000
11/1/2014,301002,110203,500,EACH,500
9/1/2014,301002,110203,500,EACH,500
7/1/2014,301002,110203,500,EACH,500
5/1/2014,301002,110203,500,EACH,500
4/1/2014,301002,110203,500,EACH,500
2/1/2014,301002,110203,500,EACH,500
12/1/2013,301002,110203,500,EACH,500
10/1/2013,301002,110203,500,EACH,500
8/1/2013,301002,110203,500,EACH,500
5/1/2013,301002,110203,500,EACH,500
4/1/2013,301002,110203,500,EACH,500
2/1/2013,301002,110203,500,EACH,500
11/1/2014,301003,110203,500,EACH,500
9/1/2014,301003,110203,500,EACH,500
8/1/2014,301003,110203,500,EACH,500
7/1/2014,301003,110203,500,EACH,500
6/1/2014,301003,110203,500,EACH,500
5/1/2014,301003,110203,1000,EACH,1000
4/1/2014,301003,110203,500,EACH,500
3/1/2014,301003,110203,500,EACH,500
2/1/2014,301003,110203,1000,EACH,1000
1/1/2014,301003,110203,500,EACH,500
12/1/2013,301003,110203,500,EACH,500
11/1/2013,301003,110203,500,EACH,500
10/1/2013,301003,110203,500,EACH,500
9/1/2013,301003,110203,500,EACH,500
8/1/2013,301003,110203,500,EACH,500
7/1/2013,301003,110203,500,EACH,500
5/1/2013,301003,110203,1000,EACH,1000
4/1/2013,301003,110203,500,EACH,500
3/1/2013,301003,110203,500,EACH,500
2/1/2013,301003,110203,500,EACH,500
1/1/2013,301003,110203,500,EACH,500
10/1/2014,301004,110203,500,EACH,500
9/1/2014,301004,110203,500,EACH,500
8/1/2014,301004,110203,500,EACH,500
7/1/2014,301004,110203,500,EACH,500
5/1/2014,301004,110203,500,EACH,500
4/1/2014,301004,110203,1000,EACH,1000
3/1/2014,301004,110203,500,EACH,500
2/1/2014,301004,110203,500,EACH,500
1/1/2014,301004,110203,500,EACH,500
11/1/2013,301004,110203,500,EACH,500
10/1/2013,301004,110203,500,EACH,500
8/1/2013,301004,110203,500,EACH,500
7/1/2013,301004,110203,500,EACH,500
6/1/2013,301004,110203,500,EACH,500
5/1/2013,301004,110203,500,EACH,500
4/1/2013,301004,110203,500,EACH,500
3/1/2013,301004,110203,500,EACH,500
2/1/2013,301004,110203,500,EACH,500
1/1/2013,301004,110203,500,EACH,500
8/1/2014,301002,110204,500,EACH,500
6/1/2014,301002,110204,500,EACH,500
4/1/2014,301002,110204,1000,EACH,1000
1/1/2014,301002,110204,500,EACH,500
11/1/2013,301002,110204,500,EACH,500
9/1/2013,301002,110204,500,EACH,500
7/1/2013,301002,110204,500,EACH,500
4/1/2013,301002,110204,500,EACH,500
3/1/2013,301002,110204,500,EACH,500
1/1/2013,301002,110204,500,EACH,500
7/1/2014,301003,110204,500,EACH,500
6/1/2014,301003,110204,500,EACH,500
5/1/2014,301003,110204,1000,EACH,1000
4/1/2014,301003,110204,500,EACH,500
3/1/2014,301003,110204,500,EACH,500
2/1/2014,301003,110204,1000,EACH,1000
1/1/2014,301003,110204,500,EACH,500
12/1/2013,301003,110204,500,EACH,500
11/1/2013,301003,110204,500,EACH,500
10/1/2013,301003,110204,500,EACH,500
9/1/2013,301003,110204,500,EACH,500
8/1/2013,301003,110204,500,EACH,500
7/1/2013,301003,110204,500,EACH,500
6/1/2013,301003,110204,500,EACH,500
5/1/2013,301003,110204,500,EACH,500
4/1/2013,301003,110204,500,EACH,500
3/1/2013,301003,110204,500,EACH,500
2/1/2013,301003,110204,500,EACH,500
1/1/2013,301003,110204,500,EACH,500
7/1/2014,301004,110204,500,EACH,500
6/1/2014,301004,110204,500,EACH,500
5/1/2014,301004,110204,500,EACH,500
4/1/2014,301004,110204,500,EACH,500
3/1/2014,301004,110204,500,EACH,500
2/1/2014,301004,110204,500,EACH,500
1/1/2014,301004,110204,500,EACH,500
12/1/2013,301004,110204,500,EACH,500
11/1/2013,301004,110204,500,EACH,500
9/1/2013,301004,110204,500,EACH,500
8/1/2013,301004,110204,500,EACH,500
7/1/2013,301004,110204,500,EACH,500
5/1/2013,301004,110204,500,EACH,500
4/1/2013,301004,110204,500,EACH,500
3/1/2013,301004,110204,500,EACH,500
2/1/2013,301004,110204,500,EACH,500
1/1/2013,301004,110204,500,EACH,500
7/1/2014,301002,110205,500,EACH,500
6/1/2014,301002,110205,500,EACH,500
4/1/2014,301002,110205,500,EACH,500
3/1/2014,301002,110205,500,EACH,500
1/1/2014,301002,110205,500,EACH,500
11/1/2013,301002,110205,500,EACH,500
8/1/2013,301002,110205,500,EACH,500
6/1/2013,301002,110205,500,EACH,500
4/1/2013,301002,110205,500,EACH,500
2/1/2013,301002,110205,500,EACH,500
7/1/2014,301003,110205,500,EACH,500
6/1/2014,301003,110205,500,EACH,500
5/1/2014,301003,110205,500,EACH,500
4/1/2014,301003,110205,1000,EACH,1000
3/1/2014,301003,110205,500,EACH,500
2/1/2014,301003,110205,500,EACH,500
1/1/2014,301003,110205,1000,EACH,1000
12/1/2013,301003,110205,500,EACH,500
11/1/2013,301003,110205,500,EACH,500
10/1/2013,301003,110205,500,EACH,500
8/1/2013,301003,110205,500,EACH,500
7/1/2013,301003,110205,500,EACH,500
6/1/2013,301003,110205,500,EACH,500
5/1/2013,301003,110205,500,EACH,500
4/1/2013,301003,110205,1000,EACH,1000
3/1/2013,301003,110205,500,EACH,500
1/1/2013,301003,110205,1000,EACH,1000
7/1/2014,301004,110205,500,EACH,500
6/1/2014,301004,110205,500,EACH,500
5/1/2014,301004,110205,500,EACH,500
4/1/2014,301004,110205,500,EACH,500
3/1/2014,301004,110205,500,EACH,500
2/1/2014,301004,110205,500,EACH,500
1/1/2014,301004,110205,500,EACH,500
11/1/2013,301004,110205,500,EACH,500
10/1/2013,301004,110205,500,EACH,500
8/1/2013,301004,110205,500,EACH,500
7/1/2013,301004,110205,500,EACH,500
6/1/2013,301004,110205,500,EACH,500
5/1/2013,301004,110205,500,EACH,500
4/1/2013,301004,110205,500,EACH,500
3/1/2013,301004,110205,500,EACH,500
2/1/2013,301004,110205,500,EACH,500
1/1/2013,301004,110205,500,EACH,500
11/1/2014,301002,110206,500,EACH,500
9/1/2014,301002,110206,500,EACH,500
7/1/2014,301002,110206,500,EACH,500
5/1/2014,301002,110206,500,EACH,500
4/1/2014,301002,110206,500,EACH,500
2/1/2014,301002,110206,500,EACH,500
12/1/2013,301002,110206,500,EACH,500
10/1/2013,301002,110206,500,EACH,500
7/1/2013,301002,110206,500,EACH,500
5/1/2013,301002,110206,500,EACH,500
4/1/2013,301002,110206,500,EACH,500
1/1/2013,301002,110206,500,EACH,500
10/1/2014,301003,110206,500,EACH,500
9/1/2014,301003,110206,500,EACH,500
8/1/2014,301003,110206,500,EACH,500
7/1/2014,301003,110206,500,EACH,500
6/1/2014,301003,110206,500,EACH,500
5/1/2014,301003,110206,1000,EACH,1000
4/1/2014,301003,110206,500,EACH,500
3/1/2014,301003,110206,500,EACH,500
2/1/2014,301003,110206,1000,EACH,1000
1/1/2014,301003,110206,500,EACH,500
12/1/2013,301003,110206,500,EACH,500
11/1/2013,301003,110206,500,EACH,500
10/1/2013,301003,110206,500,EACH,500
9/1/2013,301003,110206,500,EACH,500
8/1/2013,301003,110206,500,EACH,500
7/1/2013,301003,110206,500,EACH,500
5/1/2013,301003,110206,500,EACH,500
4/1/2013,301003,110206,1000,EACH,1000
3/1/2013,301003,110206,500,EACH,500
2/1/2013,301003,110206,500,EACH,500
1/1/2013,301003,110206,500,EACH,500
10/1/2014,301004,110206,500,EACH,500
9/1/2014,301004,110206,500,EACH,500
8/1/2014,301004,110206,500,EACH,500
6/1/2014,301004,110206,500,EACH,500
5/1/2014,301004,110206,500,EACH,500
4/1/2014,301004,110206,500,EACH,500
3/1/2014,301004,110206,500,EACH,500
2/1/2014,301004,110206,1000,EACH,1000
12/1/2013,301004,110206,500,EACH,500
11/1/2013,301004,110206,500,EACH,500
9/1/2013,301004,110206,500,EACH,500
8/1/2013,301004,110206,500,EACH,500
7/1/2013,301004,110206,500,EACH,500
6/1/2013,301004,110206,500,EACH,500
5/1/2013,301004,110206,500,EACH,500
4/1/2013,301004,110206,500,EACH,500
3/1/2013,301004,110206,500,EACH,500
1/1/2013,301004,110206,1000,EACH,1000
11/1/2014,301002,110207,500,EACH,500
9/1/2014,301002,110207,500,EACH,500
7/1/2014,301002,110207,500,EACH,500
5/1/2014,301002,110207,500,EACH,500
4/1/2014,301002,110207,500,EACH,500
2/1/2014,301002,110207,500,EACH,500
12/1/2013,301002,110207,500,EACH,500
10/1/2013,301002,110207,500,EACH,500
7/1/2013,301002,110207,500,EACH,500
5/1/2013,301002,110207,500,EACH,500
4/1/2013,301002,110207,500,EACH,500
