Date,Warehouse ID,Product ID,On Hand Quantity,Inventory U/M,On Hand Quantity STD UM
10/31/2014,301003,110102,841,EACH,841
9/30/2014,301003,110102,1203,EACH,1203
8/31/2014,301003,110102,1073,EACH,1073
7/31/2014,301003,110102,1070,EACH,1070
6/30/2014,301003,110102,1076,EACH,1076
5/31/2014,301003,110102,1017,EACH,1017
4/30/2014,301003,110102,907,EACH,907
3/31/2014,301003,110102,1067,EACH,1067
2/28/2014,301003,110102,1191,EACH,1191
1/31/2014,301003,110102,993,EACH,993
12/31/2013,301003,110102,1190,EACH,1190
11/30/2013,301003,110102,1139,EACH,1139
10/31/2013,301003,110102,1077,EACH,1077
9/30/2013,301003,110102,1059,EACH,1059
8/31/2013,301003,110102,957,EACH,957
7/31/2013,301003,110102,955,EACH,955
6/30/2013,301003,110102,895,EACH,895
5/31/2013,301003,110102,1250,EACH,1250
4/30/2013,301003,110102,867,EACH,867
3/31/2013,301003,110102,1006,EACH,1006
2/28/2013,301003,110102,1021,EACH,1021
1/31/2013,301003,110102,974,EACH,974
12/31/2012,301003,110102,1107,EACH,1107
11/30/2014,301004,110102,613,EACH,613
10/31/2014,301004,110102,956,EACH,956
9/30/2014,301004,110102,975,EACH,975
8/31/2014,301004,110102,886,EACH,886
7/31/2014,301004,110102,717,EACH,717
6/30/2014,301004,110102,600,EACH,600
5/31/2014,301004,110102,954,EACH,954
4/30/2014,301004,110102,948,EACH,948
3/31/2014,301004,110102,524,EACH,524
2/28/2014,301004,110102,598,EACH,598
1/31/2014,301004,110102,672,EACH,672
12/31/2013,301004,110102,523,EACH,523
11/30/2013,301004,110102,898,EACH,898
10/31/2013,301004,110102,801,EACH,801
9/30/2013,301004,110102,604,EACH,604
8/31/2013,301004,110102,933,EACH,933
7/31/2013,301004,110102,882,EACH,882
6/30/2013,301004,110102,901,EACH,901
5/31/2013,301004,110102,657,EACH,657
4/30/2013,301004,110102,631,EACH,631
3/31/2013,301004,110102,677,EACH,677
2/28/2013,301004,110102,665,EACH,665
1/31/2013,301004,110102,577,EACH,577
12/31/2012,301004,110102,677,EACH,677
11/30/2014,301002,110103,514,EACH,514
10/31/2014,301002,110103,392,EACH,392
9/30/2014,301002,110103,556,EACH,556
8/31/2014,301002,110103,276,EACH,276
7/31/2014,301002,110103,503,EACH,503
6/30/2014,301002,110103,348,EACH,348
5/31/2014,301002,110103,578,EACH,578
4/30/2014,301002,110103,336,EACH,336
3/31/2014,301002,110103,390,EACH,390
2/28/2014,301002,110103,577,EACH,577
1/31/2014,301002,110103,361,EACH,361
12/31/2013,301002,110103,553,EACH,553
11/30/2013,301002,110103,377,EACH,377
10/31/2013,301002,110103,664,EACH,664
9/30/2013,301002,110103,345,EACH,345
8/31/2013,301002,110103,486,EACH,486
7/31/2013,301002,110103,700,EACH,700
6/30/2013,301002,110103,494,EACH,494
5/31/2013,301002,110103,607,EACH,607
4/30/2013,301002,110103,320,EACH,320
3/31/2013,301002,110103,263,EACH,263
2/28/2013,301002,110103,466,EACH,466
1/31/2013,301002,110103,680,EACH,680
12/31/2012,301002,110103,395,EACH,395
11/30/2014,301003,110103,867,EACH,867
10/31/2014,301003,110103,1464,EACH,1464
9/30/2014,301003,110103,1329,EACH,1329
8/31/2014,301003,110103,1200,EACH,1200
7/31/2014,301003,110103,1195,EACH,1195
6/30/2014,301003,110103,1197,EACH,1197
5/31/2014,301003,110103,1136,EACH,1136
4/30/2014,301003,110103,1029,EACH,1029
3/31/2014,301003,110103,1190,EACH,1190
2/28/2014,301003,110103,1314,EACH,1314
1/31/2014,301003,110103,1114,EACH,1114
12/31/2013,301003,110103,1310,EACH,1310
11/30/2013,301003,110103,1259,EACH,1259
10/31/2013,301003,110103,1196,EACH,1196
9/30/2013,301003,110103,1176,EACH,1176
8/31/2013,301003,110103,1072,EACH,1072
7/31/2013,301003,110103,1076,EACH,1076
6/30/2013,301003,110103,1013,EACH,1013
5/31/2013,301003,110103,1368,EACH,1368
4/30/2013,301003,110103,1489,EACH,1489
3/31/2013,301003,110103,1125,EACH,1125
2/28/2013,301003,110103,1137,EACH,1137
1/31/2013,301003,110103,1089,EACH,1089
12/31/2012,301003,110103,1223,EACH,1223
11/30/2014,301004,110103,714,EACH,714
10/31/2014,301004,110103,1057,EACH,1057
9/30/2014,301004,110103,1074,EACH,1074
8/31/2014,301004,110103,986,EACH,986
7/31/2014,301004,110103,820,EACH,820
6/30/2014,301004,110103,1201,EACH,1201
5/31/2014,301004,110103,1056,EACH,1056
4/30/2014,301004,110103,1050,EACH,1050
3/31/2014,301004,110103,1123,EACH,1123
2/28/2014,301004,110103,1199,EACH,1199
1/31/2014,301004,110103,774,EACH,774
12/31/2013,301004,110103,1127,EACH,1127
11/30/2013,301004,110103,1001,EACH,1001
10/31/2013,301004,110103,904,EACH,904
9/30/2013,301004,110103,1208,EACH,1208
8/31/2013,301004,110103,1034,EACH,1034
7/31/2013,301004,110103,981,EACH,981
6/30/2013,301004,110103,999,EACH,999
5/31/2013,301004,110103,753,EACH,753
4/30/2013,301004,110103,728,EACH,728
3/31/2013,301004,110103,777,EACH,777
2/28/2013,301004,110103,762,EACH,762
1/31/2013,301004,110103,1177,EACH,1177
12/31/2012,301004,110103,778,EACH,778
11/30/2014,301002,110104,1177,EACH,1177
10/31/2014,301002,110104,1552,EACH,1552
9/30/2014,301002,110104,1716,EACH,1716
8/31/2014,301002,110104,1934,EACH,1934
7/31/2014,301002,110104,1660,EACH,1660
6/30/2014,301002,110104,2006,EACH,2006
5/31/2014,301002,110104,1736,EACH,1736
4/30/2014,301002,110104,1994,EACH,1994
3/31/2014,301002,110104,2048,EACH,2048
2/28/2014,301002,110104,1733,EACH,1733
1/31/2014,301002,110104,2018,EACH,2018
12/31/2013,301002,110104,1708,EACH,1708
11/30/2013,301002,110104,2032,EACH,2032
10/31/2013,301002,110104,1817,EACH,1817
9/30/2013,301002,110104,1997,EACH,1997
8/31/2013,301002,110104,1638,EACH,1638
7/31/2013,301002,110104,1852,EACH,1852
6/30/2013,301002,110104,1648,EACH,1648
5/31/2013,301002,110104,1762,EACH,1762
4/30/2013,301002,110104,1972,EACH,1972
3/31/2013,301002,110104,1917,EACH,1917
2/28/2013,301002,110104,1620,EACH,1620
1/31/2013,301002,110104,1836,EACH,1836
12/31/2012,301002,110104,1552,EACH,1552
11/30/2014,301003,110104,2239,EACH,2239
10/31/2014,301003,110104,2837,EACH,2837
9/30/2014,301003,110104,3200,EACH,3200
8/31/2014,301003,110104,3571,EACH,3571
7/31/2014,301003,110104,4068,EACH,4068
6/30/2014,301003,110104,4073,EACH,4073
5/31/2014,301003,110104,4015,EACH,4015
4/30/2014,301003,110104,3904,EACH,3904
3/31/2014,301003,110104,4062,EACH,4062
2/28/2014,301003,110104,4185,EACH,4185
1/31/2014,301003,110104,3987,EACH,3987
12/31/2013,301003,110104,4182,EACH,4182
11/30/2013,301003,110104,4129,EACH,4129
10/31/2013,301003,110104,4067,EACH,4067
9/30/2013,301003,110104,4047,EACH,4047
8/31/2013,301003,110104,3946,EACH,3946
7/31/2013,301003,110104,3946,EACH,3946
6/30/2013,301003,110104,3886,EACH,3886
5/31/2013,301003,110104,4240,EACH,4240
4/30/2013,301003,110104,3858,EACH,3858
3/31/2013,301003,110104,3995,EACH,3995
2/28/2013,301003,110104,4007,EACH,4007
1/31/2013,301003,110104,3959,EACH,3959
12/31/2012,301003,110104,4093,EACH,4093
11/30/2014,301004,110104,1833,EACH,1833
10/31/2014,301004,110104,2176,EACH,2176
9/30/2014,301004,110104,2693,EACH,2693
8/31/2014,301004,110104,3105,EACH,3105
7/31/2014,301004,110104,3436,EACH,3436
6/30/2014,301004,110104,3318,EACH,3318
5/31/2014,301004,110104,3172,EACH,3172
4/30/2014,301004,110104,3165,EACH,3165
3/31/2014,301004,110104,3239,EACH,3239
2/28/2014,301004,110104,3315,EACH,3315
1/31/2014,301004,110104,3390,EACH,3390
12/31/2013,301004,110104,3241,EACH,3241
11/30/2013,301004,110104,3115,EACH,3115
10/31/2013,301004,110104,3016,EACH,3016
9/30/2013,301004,110104,3320,EACH,3320
8/31/2013,301004,110104,3147,EACH,3147
7/31/2013,301004,110104,3096,EACH,3096
6/30/2013,301004,110104,3120,EACH,3120
5/31/2013,301004,110104,3374,EACH,3374
4/30/2013,301004,110104,3348,EACH,3348
3/31/2013,301004,110104,3398,EACH,3398
2/28/2013,301004,110104,3385,EACH,3385
1/31/2013,301004,110104,3297,EACH,3297
12/31/2012,301004,110104,3398,EACH,3398
11/30/2014,301002,110105,1057,EACH,1057
10/31/2014,301002,110105,1433,EACH,1433
9/30/2014,301002,110105,1597,EACH,1597
8/31/2014,301002,110105,1316,EACH,1316
7/31/2014,301002,110105,1542,EACH,1542
6/30/2014,301002,110105,1388,EACH,1388
5/31/2014,301002,110105,1619,EACH,1619
4/30/2014,301002,110105,1378,EACH,1378
3/31/2014,301002,110105,1431,EACH,1431
2/28/2014,301002,110105,1616,EACH,1616
1/31/2014,301002,110105,1400,EACH,1400
12/31/2013,301002,110105,1590,EACH,1590
11/30/2013,301002,110105,1413,EACH,1413
10/31/2013,301002,110105,1698,EACH,1698
9/30/2013,301002,110105,1378,EACH,1378
8/31/2013,301002,110105,1518,EACH,1518
7/31/2013,301002,110105,1733,EACH,1733
6/30/2013,301002,110105,1526,EACH,1526
5/31/2013,301002,110105,1641,EACH,1641
4/30/2013,301002,110105,1352,EACH,1352
3/31/2013,301002,110105,1798,EACH,1798
2/28/2013,301002,110105,1501,EACH,1501
1/31/2013,301002,110105,1715,EACH,1715
12/31/2012,301002,110105,1428,EACH,1428
11/30/2014,301003,110105,1993,EACH,1993
10/31/2014,301003,110105,2593,EACH,2593
9/30/2014,301003,110105,2957,EACH,2957
8/31/2014,301003,110105,3327,EACH,3327
7/31/2014,301003,110105,3323,EACH,3323
6/30/2014,301003,110105,3329,EACH,3329
5/31/2014,301003,110105,3270,EACH,3270
4/30/2014,301003,110105,3660,EACH,3660
3/31/2014,301003,110105,3321,EACH,3321
2/28/2014,301003,110105,3444,EACH,3444
1/31/2014,301003,110105,3746,EACH,3746
12/31/2013,301003,110105,3441,EACH,3441
11/30/2013,301003,110105,3390,EACH,3390
10/31/2013,301003,110105,3327,EACH,3327
9/30/2013,301003,110105,3308,EACH,3308
8/31/2013,301003,110105,3706,EACH,3706
7/31/2013,301003,110105,3706,EACH,3706
6/30/2013,301003,110105,3644,EACH,3644
5/31/2013,301003,110105,3501,EACH,3501
4/30/2013,301003,110105,3619,EACH,3619
3/31/2013,301003,110105,3259,EACH,3259
2/28/2013,301003,110105,3270,EACH,3270
1/31/2013,301003,110105,3723,EACH,3723
12/31/2012,301003,110105,3361,EACH,3361
11/30/2014,301004,110105,1629,EACH,1629
10/31/2014,301004,110105,1971,EACH,1971
9/30/2014,301004,110105,2488,EACH,2488
8/31/2014,301004,110105,2899,EACH,2899
7/31/2014,301004,110105,2732,EACH,2732
6/30/2014,301004,110105,2613,EACH,2613
5/31/2014,301004,110105,2967,EACH,2967
4/30/2014,301004,110105,2963,EACH,2963
3/31/2014,301004,110105,3039,EACH,3039
2/28/2014,301004,110105,2613,EACH,2613
1/31/2014,301004,110105,2690,EACH,2690
12/31/2013,301004,110105,3045,EACH,3045
11/30/2013,301004,110105,2917,EACH,2917
10/31/2013,301004,110105,2819,EACH,2819
9/30/2013,301004,110105,2622,EACH,2622
8/31/2013,301004,110105,2947,EACH,2947
7/31/2013,301004,110105,2895,EACH,2895
6/30/2013,301004,110105,2917,EACH,2917
5/31/2013,301004,110105,2671,EACH,2671
4/30/2013,301004,110105,2648,EACH,2648
3/31/2013,301004,110105,2694,EACH,2694
2/28/2013,301004,110105,2677,EACH,2677
1/31/2013,301004,110105,2592,EACH,2592
12/31/2012,301004,110105,2694,EACH,2694
11/30/2014,301002,110106,515,EACH,515
10/31/2014,301002,110106,390,EACH,390
9/30/2014,301002,110106,554,EACH,554
8/31/2014,301002,110106,274,EACH,274
7/31/2014,301002,110106,499,EACH,499
6/30/2014,301002,110106,343,EACH,343
5/31/2014,301002,110106,573,EACH,573
4/30/2014,301002,110106,331,EACH,331
3/31/2014,301002,110106,385,EACH,385
2/28/2014,301002,110106,571,EACH,571
1/31/2014,301002,110106,356,EACH,356
12/31/2013,301002,110106,546,EACH,546
11/30/2013,301002,110106,368,EACH,368
10/31/2013,301002,110106,653,EACH,653
9/30/2013,301002,110106,333,EACH,333
8/31/2013,301002,110106,473,EACH,473
7/31/2013,301002,110106,688,EACH,688
6/30/2013,301002,110106,483,EACH,483
5/31/2013,301002,110106,596,EACH,596
4/30/2013,301002,110106,308,EACH,308
3/31/2013,301002,110106,249,EACH,249
2/28/2013,301002,110106,452,EACH,452
1/31/2013,301002,110106,668,EACH,668
12/31/2012,301002,110106,381,EACH,381
11/30/2014,301003,110106,867,EACH,867
10/31/2014,301003,110106,1466,EACH,1466
9/30/2014,301003,110106,1329,EACH,1329
8/31/2014,301003,110106,1199,EACH,1199
7/31/2014,301003,110106,1197,EACH,1197
6/30/2014,301003,110106,1202,EACH,1202
5/31/2014,301003,110106,1141,EACH,1141
4/30/2014,301003,110106,1031,EACH,1031
3/31/2014,301003,110106,1188,EACH,1188
2/28/2014,301003,110106,1310,EACH,1310
1/31/2014,301003,110106,1113,EACH,1113
12/31/2013,301003,110106,1306,EACH,1306
11/30/2013,301003,110106,1257,EACH,1257
10/31/2013,301003,110106,1193,EACH,1193
9/30/2013,301003,110106,1174,EACH,1174
8/31/2013,301003,110106,1072,EACH,1072
7/31/2013,301003,110106,1069,EACH,1069
6/30/2013,301003,110106,1009,EACH,1009
5/31/2013,301003,110106,1363,EACH,1363
4/30/2013,301003,110106,1485,EACH,1485
3/31/2013,301003,110106,1125,EACH,1125
2/28/2013,301003,110106,1137,EACH,1137
1/31/2013,301003,110106,1089,EACH,1089
12/31/2012,301003,110106,1224,EACH,1224
11/30/2014,301004,110106,714,EACH,714
10/31/2014,301004,110106,1057,EACH,1057
9/30/2014,301004,110106,1075,EACH,1075
8/31/2014,301004,110106,984,EACH,984
7/31/2014,301004,110106,815,EACH,815
6/30/2014,301004,110106,1197,EACH,1197
5/31/2014,301004,110106,1051,EACH,1051
4/30/2014,301004,110106,1046,EACH,1046
3/31/2014,301004,110106,1121,EACH,1121
2/28/2014,301004,110106,1197,EACH,1197
1/31/2014,301004,110106,771,EACH,771
12/31/2013,301004,110106,1123,EACH,1123
11/30/2013,301004,110106,998,EACH,998
10/31/2013,301004,110106,902,EACH,902
9/30/2013,301004,110106,1206,EACH,1206
8/31/2013,301004,110106,1033,EACH,1033
7/31/2013,301004,110106,984,EACH,984
6/30/2013,301004,110106,1004,EACH,1004
5/31/2013,301004,110106,761,EACH,761
4/30/2013,301004,110106,741,EACH,741
3/31/2013,301004,110106,791,EACH,791
2/28/2013,301004,110106,776,EACH,776
1/31/2013,301004,110106,1189,EACH,1189
12/31/2012,301004,110106,791,EACH,791
11/30/2014,301002,110107,455,EACH,455
10/31/2014,301002,110107,331,EACH,331
9/30/2014,301002,110107,494,EACH,494
8/31/2014,301002,110107,212,EACH,212
7/31/2014,301002,110107,438,EACH,438
6/30/2014,301002,110107,282,EACH,282
5/31/2014,301002,110107,513,EACH,513
4/30/2014,301002,110107,272,EACH,272
3/31/2014,301002,110107,327,EACH,327
2/28/2014,301002,110107,512,EACH,512
1/31/2014,301002,110107,299,EACH,299
12/31/2013,301002,110107,490,EACH,490
11/30/2013,301002,110107,312,EACH,312
10/31/2013,301002,110107,598,EACH,598
9/30/2013,301002,110107,277,EACH,277
8/31/2013,301002,110107,419,EACH,419
7/31/2013,301002,110107,134,EACH,134
6/30/2013,301002,110107,429,EACH,429
5/31/2013,301002,110107,543,EACH,543
4/30/2013,301002,110107,254,EACH,254
3/31/2013,301002,110107,198,EACH,198
2/28/2013,301002,110107,405,EACH,405
1/31/2013,301002,110107,117,EACH,117
12/31/2012,301002,110107,332,EACH,332
11/30/2014,301003,110107,742,EACH,742
10/31/2014,301003,110107,838,EACH,838
9/30/2014,301003,110107,1201,EACH,1201
8/31/2014,301003,110107,1071,EACH,1071
7/31/2014,301003,110107,1067,EACH,1067
6/30/2014,301003,110107,1070,EACH,1070
5/31/2014,301003,110107,1011,EACH,1011
4/30/2014,301003,110107,899,EACH,899
3/31/2014,301003,110107,1060,EACH,1060
2/28/2014,301003,110107,1184,EACH,1184
1/31/2014,301003,110107,984,EACH,984
12/31/2013,301003,110107,1179,EACH,1179
11/30/2013,301003,110107,1125,EACH,1125
10/31/2013,301003,110107,1062,EACH,1062
9/30/2013,301003,110107,1046,EACH,1046
8/31/2013,301003,110107,944,EACH,944
7/31/2013,301003,110107,942,EACH,942
6/30/2013,301003,110107,882,EACH,882
5/31/2013,301003,110107,1237,EACH,1237
4/30/2013,301003,110107,855,EACH,855
3/31/2013,301003,110107,995,EACH,995
2/28/2013,301003,110107,1007,EACH,1007
1/31/2013,301003,110107,963,EACH,963
12/31/2012,301003,110107,1100,EACH,1100
11/30/2014,301004,110107,612,EACH,612
10/31/2014,301004,110107,956,EACH,956
9/30/2014,301004,110107,973,EACH,973
8/31/2014,301004,110107,888,EACH,888
7/31/2014,301004,110107,718,EACH,718
6/30/2014,301004,110107,600,EACH,600
5/31/2014,301004,110107,953,EACH,953
4/30/2014,301004,110107,945,EACH,945
3/31/2014,301004,110107,1018,EACH,1018
2/28/2014,301004,110107,591,EACH,591
1/31/2014,301004,110107,665,EACH,665
12/31/2013,301004,110107,1015,EACH,1015
11/30/2013,301004,110107,894,EACH,894
10/31/2013,301004,110107,797,EACH,797
9/30/2013,301004,110107,601,EACH,601
8/31/2013,301004,110107,926,EACH,926
7/31/2013,301004,110107,874,EACH,874
6/30/2013,301004,110107,894,EACH,894
5/31/2013,301004,110107,650,EACH,650
4/30/2013,301004,110107,626,EACH,626
3/31/2013,301004,110107,674,EACH,674
2/28/2013,301004,110107,659,EACH,659
1/31/2013,301004,110107,573,EACH,573
12/31/2012,301004,110107,674,EACH,674
11/30/2014,301002,110201,454,EACH,454
10/31/2014,301002,110201,331,EACH,331
9/30/2014,301002,110201,495,EACH,495
8/31/2014,301002,110201,215,EACH,215
7/31/2014,301002,110201,441,EACH,441
6/30/2014,301002,110201,284,EACH,284
5/31/2014,301002,110201,515,EACH,515
4/30/2014,301002,110201,277,EACH,277
3/31/2014,301002,110201,330,EACH,330
2/28/2014,301002,110201,516,EACH,516
1/31/2014,301002,110201,300,EACH,300
12/31/2013,301002,110201,491,EACH,491
11/30/2013,301002,110201,316,EACH,316
10/31/2013,301002,110201,600,EACH,600
9/30/2013,301002,110201,279,EACH,279
8/31/2013,301002,110201,421,EACH,421
7/31/2013,301002,110201,137,EACH,137
6/30/2013,301002,110201,431,EACH,431
5/31/2013,301002,110201,544,EACH,544
4/30/2013,301002,110201,255,EACH,255
3/31/2013,301002,110201,197,EACH,197
2/28/2013,301002,110201,400,EACH,400
1/31/2013,301002,110201,114,EACH,114
12/31/2012,301002,110201,327,EACH,327
11/30/2014,301003,110201,743,EACH,743
10/31/2014,301003,110201,841,EACH,841
9/30/2014,301003,110201,1204,EACH,1204
8/31/2014,301003,110201,1074,EACH,1074
7/31/2014,301003,110201,1070,EACH,1070
6/30/2014,301003,110201,1073,EACH,1073
5/31/2014,301003,110201,1012,EACH,1012
4/30/2014,301003,110201,900,EACH,900
3/31/2014,301003,110201,1062,EACH,1062
2/28/2014,301003,110201,1184,EACH,1184
1/31/2014,301003,110201,986,EACH,986
12/31/2013,301003,110201,1180,EACH,1180
11/30/2013,301003,110201,1128,EACH,1128
10/31/2013,301003,110201,1064,EACH,1064
9/30/2013,301003,110201,1044,EACH,1044
8/31/2013,301003,110201,941,EACH,941
7/31/2013,301003,110201,940,EACH,940
6/30/2013,301003,110201,878,EACH,878
5/31/2013,301003,110201,1232,EACH,1232
4/30/2013,301003,110201,853,EACH,853
3/31/2013,301003,110201,991,EACH,991
2/28/2013,301003,110201,1005,EACH,1005
1/31/2013,301003,110201,958,EACH,958
12/31/2012,301003,110201,1093,EACH,1093
11/30/2014,301004,110201,612,EACH,612
10/31/2014,301004,110201,954,EACH,954
9/30/2014,301004,110201,972,EACH,972
8/31/2014,301004,110201,884,EACH,884
7/31/2014,301004,110201,716,EACH,716
6/30/2014,301004,110201,598,EACH,598
5/31/2014,301004,110201,952,EACH,952
4/30/2014,301004,110201,946,EACH,946
3/31/2014,301004,110201,520,EACH,520
2/28/2014,301004,110201,595,EACH,595
1/31/2014,301004,110201,672,EACH,672
12/31/2013,301004,110201,522,EACH,522
11/30/2013,301004,110201,896,EACH,896
10/31/2013,301004,110201,799,EACH,799
9/30/2013,301004,110201,605,EACH,605
8/31/2013,301004,110201,931,EACH,931
7/31/2013,301004,110201,877,EACH,877
6/30/2013,301004,110201,898,EACH,898
5/31/2013,301004,110201,654,EACH,654
4/30/2013,301004,110201,628,EACH,628
3/31/2013,301004,110201,676,EACH,676
2/28/2013,301004,110201,661,EACH,661
1/31/2013,301004,110201,575,EACH,575
12/31/2012,301004,110201,677,EACH,677
11/30/2014,301002,110202,515,EACH,515
10/31/2014,301002,110202,393,EACH,393
9/30/2014,301002,110202,557,EACH,557
8/31/2014,301002,110202,278,EACH,278
7/31/2014,301002,110202,504,EACH,504
6/30/2014,301002,110202,349,EACH,349
5/31/2014,301002,110202,579,EACH,579
4/30/2014,301002,110202,337,EACH,337
3/31/2014,301002,110202,392,EACH,392
2/28/2014,301002,110202,579,EACH,579
1/31/2014,301002,110202,364,EACH,364
12/31/2013,301002,110202,554,EACH,554
11/30/2013,301002,110202,379,EACH,379
10/31/2013,301002,110202,663,EACH,663
9/30/2013,301002,110202,343,EACH,343
8/31/2013,301002,110202,484,EACH,484
7/31/2013,301002,110202,698,EACH,698
6/30/2013,301002,110202,493,EACH,493
5/31/2013,301002,110202,607,EACH,607
4/30/2013,301002,110202,318,EACH,318
3/31/2013,301002,110202,262,EACH,262
2/28/2013,301002,110202,465,EACH,465
1/31/2013,301002,110202,679,EACH,679
12/31/2012,301002,110202,393,EACH,393
11/30/2014,301003,110202,868,EACH,868
10/31/2014,301003,110202,1467,EACH,1467
9/30/2014,301003,110202,1331,EACH,1331
8/31/2014,301003,110202,1202,EACH,1202
7/31/2014,301003,110202,1197,EACH,1197
6/30/2014,301003,110202,1202,EACH,1202
5/31/2014,301003,110202,1144,EACH,1144
4/30/2014,301003,110202,1029,EACH,1029
3/31/2014,301003,110202,1190,EACH,1190
2/28/2014,301003,110202,1312,EACH,1312
1/31/2014,301003,110202,1118,EACH,1118
12/31/2013,301003,110202,1312,EACH,1312
11/30/2013,301003,110202,1259,EACH,1259
10/31/2013,301003,110202,1196,EACH,1196
9/30/2013,301003,110202,1176,EACH,1176
8/31/2013,301003,110202,1074,EACH,1074
7/31/2013,301003,110202,1073,EACH,1073
6/30/2013,301003,110202,1010,EACH,1010
5/31/2013,301003,110202,1364,EACH,1364
4/30/2013,301003,110202,1485,EACH,1485
3/31/2013,301003,110202,1125,EACH,1125
2/28/2013,301003,110202,1136,EACH,1136
1/31/2013,301003,110202,1092,EACH,1092
12/31/2012,301003,110202,1230,EACH,1230
11/30/2014,301004,110202,714,EACH,714
10/31/2014,301004,110202,1058,EACH,1058
9/30/2014,301004,110202,1077,EACH,1077
8/31/2014,301004,110202,986,EACH,986
7/31/2014,301004,110202,817,EACH,817
6/30/2014,301004,110202,1199,EACH,1199
5/31/2014,301004,110202,1054,EACH,1054
